keyword,volume,kd,cpc_low,cpc_high,funnel,intent,trend,peak_months,ai_overview_prone,flags
washing machine drum will not turn,30,75,457.38,2025.39,MOFU,commercial,STABLE,Aug/Oct/Nov/Dec/Jan/Mar/May,False,
washing machine tub not spinning,30,75,457.38,2025.39,MOFU,commercial,STABLE,Aug/Oct/Nov/Dec/Jan/Mar/May,False,
washing machine bearing replacement cost,20,65,295.32,2813.15,BOFU,transactional,GROWING,Jan,False,
washing machine spinner not working,20,66,580.01,1817.68,MOFU,commercial,GROWING,Jul/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
spin is not working on washing machine,20,66,580.01,1817.68,MOFU,commercial,GROWING,Jul/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,True,voice
washer spin not working,20,66,580.01,1817.68,MOFU,commercial,GROWING,Jul/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washing machine drum repair cost,20,76,580.79,2615.28,BOFU,transactional,STABLE,Aug/Sep/Oct/Mar/May/Jun,False,
cost to fix washing machine drum,20,76,580.79,2615.28,BOFU,transactional,STABLE,Aug/Sep/Oct/Mar/May/Jun,False,
samsung washer maintenance,20,89,778.47,4111.09,BOFU,transactional,GROWING,Oct/Jan/May,False,
samsung washing machine maintenance,20,89,778.47,4111.09,BOFU,transactional,GROWING,Oct/Jan/May,False,
lg washing machine service dubai,20,96,1514.43,4237.23,BOFU,transactional,GROWING,Jan/Apr,False,
my washer won t spin,20,73,362.7,1250.58,MOFU,commercial,STABLE,Aug/Oct/Nov/Jan/Feb/Mar,False,
my washing machine won t spin,20,73,362.7,1250.58,MOFU,commercial,STABLE,Aug/Oct/Nov/Jan/Feb/Mar,False,
my clothes washer won t spin,20,73,362.7,1250.58,MOFU,commercial,STABLE,Aug/Oct/Nov/Jan/Feb/Mar,False,
my washer does not spin,20,73,362.7,1250.58,MOFU,commercial,STABLE,Aug/Oct/Nov/Jan/Feb/Mar,False,
my washing won t spin,20,73,362.7,1250.58,MOFU,commercial,STABLE,Aug/Oct/Nov/Jan/Feb/Mar,False,
maintenance lg washing machine,20,84,695.31,3015.83,BOFU,transactional,SEASONAL,Oct/Feb,False,
lg washer maintenance,20,84,695.31,3015.83,BOFU,transactional,SEASONAL,Oct/Feb,False,
washing machine repair satwa,20,100,1475.12,2853.05,BOFU,transactional,SEASONAL,Nov/Mar,False,
washing machine repair deira dubai,20,17,0.0,0.0,BOFU,transactional,DECLINING,Jul,False,
washing machine maintenance service near me,10,23,0.0,0.0,BOFU,transactional,GROWING,May,False,local
whirlpool washing machine repair dubai,10,16,0.0,0.0,BOFU,transactional,GROWING,Apr,False,
samsung washing machine not rotating,10,4,0.0,0.0,MOFU,commercial,GROWING,Jul/Dec/Jan/Feb/Apr/Jun,False,
siemens washing machine repair near me,10,8,0.0,0.0,BOFU,transactional,SEASONAL,Jan,False,local
midea washing machine spin not working,10,5,0.0,0.0,MOFU,commercial,GROWING,Sep/Oct/Nov/Feb/Apr/Jun,False,
teka washing machine repair dubai,10,22,0.0,0.0,BOFU,transactional,GROWING,Apr,False,
top load washing machine drum not spinning,10,10,0.0,0.0,MOFU,commercial,GROWING,Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
samsung washing machine stopped spinning,10,0,0.0,0.0,MOFU,commercial,GROWING,Sep/Nov/May/Jun,False,
samsung washing machine wont start,10,0,0.0,0.0,MOFU,commercial,GROWING,Jul/Nov/Feb/May/Jun,False,
slow spin washing machine,10,0,0.0,0.0,MOFU,commercial,GROWING,Aug/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
spin function washing machine,10,0,0.0,0.0,MOFU,commercial,GROWING,Jul/Aug/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washer machine off balance,10,0,0.0,0.0,MOFU,commercial,GROWING,Jul/Aug/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washer not drying,10,0,0.0,0.0,MOFU,commercial,GROWING,Aug/Oct/Nov/Dec/Jan/Mar/Apr/May/Jun,False,
washer spinning slow,10,0,0.0,0.0,MOFU,commercial,GROWING,Aug/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washing machine pcb repair cost,10,0,0.0,0.0,BOFU,transactional,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washing machine repair service in dubai,10,13,0.0,0.0,BOFU,transactional,STABLE,Mar,False,
lg washer motor replacement cost,10,8,0.0,0.0,BOFU,transactional,SEASONAL,Oct/Dec/Mar/Apr/Jun,False,
washing machine not spinning how to fix,10,8,0.0,0.0,BOFU,transactional,SEASONAL,Aug/Dec/Mar/Jun,True,voice
samsung washing machine maintenance service,10,15,0.0,0.0,BOFU,transactional,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
twin tub washing machine spinner not working,10,17,0.0,0.0,MOFU,commercial,GROWING,Jul/Nov/Jan/Apr/Jun,False,
siemens washing machine drum not rotating,10,17,0.0,0.0,MOFU,commercial,GROWING,Sep/Nov/Dec/May/Jun,False,
washing machine spin motor not working,10,17,0.0,0.0,MOFU,commercial,GROWING,Aug/Jan/Apr/Jun,False,
best washing machine repair dubai,10,0,0.0,0.0,BOFU,transactional,SEASONAL,Apr,False,
washer spin cycle,10,2,0.0,0.0,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
samsung washing machine drum replacement cost,10,19,0.0,0.0,BOFU,transactional,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
bosch washing machine drum replacement cost,10,34,0.0,0.0,BOFU,transactional,GROWING,Jul/Nov/Mar/Apr/Jun,False,
washing machine repair dubai al nahda,10,14,0.0,0.0,BOFU,transactional,SEASONAL,Jun,False,
washing machine repair cost,10,75,439.58,1899.54,BOFU,transactional,GROWING,Nov/Dec/Jan/Apr,False,
washer repair cost,10,75,439.58,1899.54,BOFU,transactional,GROWING,Nov/Dec/Jan/Apr,False,
washing machine repair price,10,75,439.58,1899.54,BOFU,transactional,GROWING,Nov/Dec/Jan/Apr,False,
cost to fix washing machine,10,75,439.58,1899.54,BOFU,transactional,GROWING,Nov/Dec/Jan/Apr,False,
washer repair price,10,75,439.58,1899.54,BOFU,transactional,GROWING,Nov/Dec/Jan/Apr,False,
washing machine drum problem,10,22,0.0,0.0,MOFU,commercial,GROWING,Jul/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
best washing machine repair,10,17,0.0,0.0,BOFU,transactional,SEASONAL,Jul/Aug/Sep/Oct/Nov/Dec/Feb/Mar/Apr/May/Jun,False,
front load washing machine drum not rotating,10,8,0.0,0.0,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
cost to repair washing machine bearings,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Jun,False,
washing machine repair technician near me,10,29,0.0,0.0,BOFU,transactional,SEASONAL,Jul/Aug/Sep/Oct/Nov/Jan/Feb/Mar/Apr/May/Jun,False,local
samsung washing machine drum not rotating,10,10,0.0,0.0,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
if washing machine is not spinning,10,26,0.0,0.0,MOFU,commercial,GROWING,Aug/Sep/Oct/Nov/Dec/Jan/Apr/May/Jun,False,
whirlpool washer not spinning,10,0,0.0,0.0,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
whirlpool washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
whirlpool washer will not spin,10,0,0.0,0.0,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
whirlpool washer does not spin,10,0,0.0,0.0,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
whirlpool washing machine does not spin,10,0,0.0,0.0,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washing machine drum not rotating,10,54,649.33,1514.39,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
ariston washing machine not spinning,10,30,0.0,0.0,MOFU,commercial,GROWING,Jul/Sep/Oct/Nov/Jan/Apr/May/Jun,False,
bosch series 4 washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,GROWING,Aug/Jan/Apr/May,False,
hoover machine not spinning,10,0,0.0,0.0,MOFU,commercial,GROWING,Jul/Jan/Apr/May,False,
samsung eco bubble washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,GROWING,Sep/Oct/Nov/Dec/Mar/Apr/May,False,
samsung top load washer problems,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Jan/Feb/Mar/Jun,False,
indesit washing machine not spinning,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/May/Jun,False,
samsung washer doesn t spin,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Jan/Jun,False,
samsung washing machine drum not turning,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Jan/Feb/May/Jun,False,
hisense washing machine not spinning,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Apr/May/Jun,False,
samsung washing machine doesn t spin,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Jan/Jun,False,
samsung washer drum not turning,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Jan/Feb/May/Jun,False,
front load washing machine spin cycle not working,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Jun,False,
indesit washer not spinning,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/May/Jun,False,
indesit washing machine will not spin,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/May/Jun,False,
samsung washer doesnt spin,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Jan/Jun,False,
washer draining but not spinning,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Apr/May/Jun,False,
washing machine draining but not spinning,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Apr/May/Jun,False,
candy washing machine maintenance,10,43,0.0,0.0,BOFU,transactional,GROWING,Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
zanussi washing machine maintenance,10,17,0.0,0.0,BOFU,transactional,UNKNOWN,Jun,False,
washing machine repair dubai al qusais,10,70,418.05,1175.14,BOFU,transactional,STABLE,Jan,False,
washer maintenance service near me,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Sep/Feb,False,local
samsung washing machine motherboard repair cost,10,26,0.0,0.0,BOFU,transactional,SEASONAL,Nov/Feb/Apr/Jun,False,
lg washing machine spin not working,10,17,0.0,0.0,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washer agitator not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Feb/Mar/Jun,False,
washing machine agitator not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Feb/Mar/Jun,False,
washing machine spinning but clothes still wet,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Feb/May/Jun,False,
lg top load washing machine drum not rotating,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Feb/Mar/May/Jun,False,
lg turbo drum not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Feb/Mar/Jun,False,
samsung washer spin issues,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Mar/May/Jun,False,
samsung washer spin problem,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Mar/May/Jun,False,
samsung washing machine spin problem,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Mar/May/Jun,False,
top load washer not spinning clothes dry,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jan/Apr/May/Jun,False,
washer spinning but clothes still wet,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Feb/May/Jun,False,
washer spins but clothes are still wet,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Feb/May/Jun,True,voice
washer spins but clothes still wet,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Feb/May/Jun,False,
washing machine dryer not rotating,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Jan/Feb/Apr/May/Jun,False,
washing machine not moving,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Apr/Jun,False,
washing machine stop at rinse cycle,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Feb/Mar/Apr/May/Jun,False,
washing machine seal replacement cost,10,69,98.4,1665.7,BOFU,transactional,SEASONAL,Jul/Aug/Sep/Oct/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
bosch washing machine maintenance,10,34,0.0,0.0,BOFU,transactional,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
bosch washer maintenance,10,34,0.0,0.0,BOFU,transactional,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
automatic washing machine spin problem,10,8,0.0,0.0,MOFU,commercial,UNKNOWN,Dec/Jun,False,
automatic washing machine mechanic near me,10,26,0.0,0.0,BOFU,commercial,SEASONAL,Jul/Aug/Dec/Feb/Apr/May/Jun,False,local
cause of washing machine not spinning,10,16,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Oct/Nov/Mar/Apr/May/Jun,False,
bompani washing machine repair dubai,10,0,0.0,0.0,BOFU,transactional,SEASONAL,Jul/Nov/Dec/Mar,False,
washing machine door lock repair cost,10,0,0.0,0.0,BOFU,transactional,SEASONAL,Jul/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May,False,
lg washing machine pcb repair cost,10,0,0.0,0.0,BOFU,transactional,SEASONAL,Jul/Sep/Jan/Apr/May,False,
samsung washing machine door seal replacement cost,10,0,0.0,0.0,BOFU,transactional,SEASONAL,Jul/Aug/Jan/Mar/Apr/May,False,
lg washing machine repair cost,10,0,0.0,0.0,BOFU,transactional,SEASONAL,Oct/Nov/Jan/Mar,False,
washing machine door replacement cost,10,0,0.0,0.0,BOFU,transactional,SEASONAL,Oct/Mar/Apr,False,
washing machine valve replacement cost,10,0,0.0,0.0,BOFU,transactional,SEASONAL,Oct/Dec/Jan,False,
washing machine door seal replacement cost,10,0,0.0,0.0,BOFU,transactional,SEASONAL,Aug/Sep/Oct/Dec/Apr/May,False,
front load washing machine bearing replacement cost,10,0,0.0,0.0,BOFU,transactional,SEASONAL,Sep/Oct/May,False,
fix washing machine not spinning,10,0,0.0,0.0,BOFU,transactional,SEASONAL,Aug/Nov/Jan/Feb/Mar/Apr,False,
fix washer not spinning,10,0,0.0,0.0,BOFU,transactional,SEASONAL,Aug/Nov/Jan/Feb/Mar/Apr,False,
washing machine repair not spinning,10,0,0.0,0.0,BOFU,transactional,SEASONAL,Aug/Nov/Jan/Feb/Mar/Apr,False,
tumble dryer repair dubai,10,0,0.0,0.0,BOFU,transactional,SEASONAL,Aug/Sep/Nov/Dec/Jan/Mar/May,False,
lg washing machine maintenance service,10,0,0.0,0.0,BOFU,transactional,SEASONAL,Nov,False,
samsung washer dryer maintenance,10,0,0.0,0.0,BOFU,transactional,SEASONAL,Sep/Oct/Jan/May,False,
beko washing machine maintenance,10,0,0.0,0.0,BOFU,transactional,SEASONAL,Jul/Aug/Oct/Nov/Dec/Jan/Mar/Apr,False,
haier washing machine maintenance,10,0,0.0,0.0,BOFU,transactional,SEASONAL,Sep/Oct/Nov/Jan/Feb,False,
bosch washing machine drum not turning,10,17,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Jan/Jun,False,
hoover washing machine drum not turning,10,17,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Apr/Jun,False,
bosch washer drum not turning,10,17,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Jan/Jun,False,
reason for washing machine not spinning,10,17,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Oct/Dec/Jan/Feb/Mar/Apr/Jun,False,
washing machine rotation problem,10,17,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Oct/Jan/Mar/Apr/Jun,False,
washer not spinning clothes dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr/Jun,False,
candy washing machine not spinning properly,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
defy laundromaid electrologic 1300 not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
lg automatic washing machine not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr/Jun,False,
lg turbo drum not washing,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
panasonic automatic washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec/Jun,False,
samsung ecobubble drum not turning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct/Jun,False,
samsung washing machine won t finish spin cycle,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
top agitator not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
top load washing machine spin cycle not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar/Jun,False,
wash machine not spinning clothes dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr/Jun,False,
washer does not spin clothes dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr/Jun,False,
washer moving during spin cycle,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct/Jun,False,
washer will not spin clothes dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr/Jun,False,
washing machine spinner loose,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May/Jun,False,
samsung washing machine spin not working,10,19,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Sep/Oct/Nov/Jan/Feb/Mar/Apr/May/Jun,False,
samsung washer spin not working,10,19,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Sep/Oct/Nov/Jan/Feb/Mar/Apr/May/Jun,False,
candy washing machine not spinning,10,20,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Sep/Oct/Dec/Jan/Mar/Apr/May/Jun,False,
top load washing machine drum not rotating,10,80,300.61,533.47,MOFU,commercial,GROWING,Jul/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
front load washing machine not spinning,10,26,0.0,0.0,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
front load washer not spinning,10,26,0.0,0.0,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
front load washer does not spin,10,26,0.0,0.0,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washing machine repair charges,10,92,302.28,704.97,BOFU,transactional,GROWING,Jul/Sep/Oct/Nov/Jan/Feb/Mar/Apr/May/Jun,False,
washing machine gasket replacement cost,10,92,120.77,1060.62,BOFU,transactional,GROWING,Aug/Nov/Dec/Jan/Feb/May/Jun,False,
washing machine drum not turning,10,22,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Mar/Apr/May/Jun,False,
daewoo washing machine not spinning,10,22,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Mar/Apr/May/Jun,False,
washer not rinsing properly,10,22,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/Dec/Jun,False,
lg washing machine drum replacement cost,10,40,0.0,0.0,BOFU,transactional,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washing machine repair dubai al barsha,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Oct/Jan,False,
washing machine repair quote,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Oct,False,
hoover washing machine repair cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Jul/Aug,False,
samsung washing machine pcb repair cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Mar,False,
bosch washing machine repair cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Jul/Feb,False,
samsung washer motor replacement cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Aug/Nov,False,
washing machine clutch repair cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Sep,False,
bosch washing machine bearing replacement cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Jul,False,
washing machine drain pump replacement cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Sep,False,
washing machine timer repair cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Feb,False,
lg front load washer bearing replacement cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Dec,False,
washer gasket replacement cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Aug,False,
lg washing machine motherboard repair cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Jul/Apr,False,
indesit washing machine bearing replacement cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Jul,False,
washer drain pump replacement cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Oct/Mar,False,
whirlpool washing machine bearing replacement cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Jul,False,
washing machine door repair cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Apr,False,
washing machine panel repair cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Feb/Mar,False,
whirlpool washer motor replacement cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Dec,False,
lg washer drum replacement cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Jan/May,False,
samsung washer drum replacement cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Sep/Dec,False,
washer belt repair cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Apr,False,
washer clutch repair cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Sep,False,
washing machine belt repair cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Apr,False,
