Campaign,Campaign Type,Networks,Budget,Budget type,Bid Strategy Type,Enhanced CPC,Final URL suffix,Campaign Status,Ad Group,Ad Group Type,Ad Group Status,Max CPC,Keyword,Criterion Type,ID,Location,Bid Modifier,Audience,Flexible Reach,Type,Ad type,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description 1,Description 2,Description 3,Description 4,Path 1,Path 2,Final URL,Status,Comment
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,engine,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,enterprise,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,fee,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,free,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,friendly,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,global,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,gold,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,how,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,hvac,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,keyword,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,keywords,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,lawyers,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,listing,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,localized,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,locations,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,management,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,manager,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,marketing,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,monthly,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,much,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,multiple,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,optimisation,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,optimization,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,pay,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,per,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,pest,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,rank,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,ranking,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,search,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,serp,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,setup,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,shopping,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,term,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,tool,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,Static Website Builds For Service Businesses,,,,tracker,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,Standard,Enabled,1561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,1741,seo keyword tracker,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,112,bright local serp,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,11303,seo web company,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,11303,seo website company,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,3278,google local rank tracker,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,961,seo keyword research,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,961,seo keyword analysis,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,961,search engine optimization keyword research,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,961,research keywords seo,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,961,search engine optimization keyword analysis,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,667,seo for web developers,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,667,web developer and seo,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,3268,seo keyword competition analysis,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,7192,website optimization near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,1084,seo keyword tool,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,1084,search engine optimization keyword tool,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,1526,local seo optimisation,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,1302,local keyword research,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,1458,local seo keyword research,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,4723,local seo for multiple locations,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,4866,website seo near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,4900,website design and seo near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,1022,seo keyword search,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,6386,seo for multiple locations,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,836,keyword research analysis,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,1302,localized keyword research,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,2129,website directories seo,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,925,seo design,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,1715,seo research,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,2625,keyword services,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,1561,search term research,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Website Build Services,,,,,,,,,SEO Website Build Service,,,382,business listing sites for seo,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
