keyword,volume,kd,cpc_low,cpc_high,funnel,intent,trend,peak_months,ai_overview_prone,flags
samsung front load washing machine drum not rotating,10,0,0.0,0.0,MOFU,commercial,GROWING,Aug/Nov/Jan/Apr/May,False,
lg washer not draining,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Oct/Nov/Dec/Jan/Feb/Mar/Apr/Jun,False,
lg washing machine not draining,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Oct/Nov/Dec/Jan/Feb/Mar/Apr/Jun,False,
miele washing machine not draining,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Jan/May/Jun,False,
samsung washer doesn t spin,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Jun,False,
samsung washing machine doesn t spin,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Jun,False,
samsung washer doesnt spin,10,8,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Jun,False,
washing machine drum not rotating,10,16,0.0,0.0,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
candy washing machine repair dubai,10,52,0.0,0.0,BOFU,transactional,GROWING,Jul/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,local
washing machine water in drum,10,10,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Mar/Jun,False,
washing machine repair dubai al barsha,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Oct/Jan,False,local
beko washer won t drain,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Jan/Jun,False,
beko washing machine will not drain,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Jan/Jun,False,
beko washing machine won t drain,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Jan/Jun,False,
lg washer drain tube clogged,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Jan/Mar/Jun,False,
manually draining a washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Jan/Feb/Mar/Apr/Jun,False,
samsung washer spin issues,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/May/Jun,False,
samsung washer spin problem,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/May/Jun,False,
samsung washing machine spin problem,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/May/Jun,False,
samsung washing machine wont start,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Feb/Jun,False,
slow spin washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Jan/Mar/Jun,False,
spin function washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Oct/Nov/Dec/Jan/Feb/May/Jun,False,
washer spinning slow,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Jan/Mar/Jun,False,
bosch dryer not heating,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Dec/Jun,False,
troubleshooting samsung dryer,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Feb/May/Jun,False,
defy tumble dryer not heating up,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Nov/Feb/Mar/Jun,False,
bosch dryer not heating reset,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Jan/Mar/Jun,False,
tumble dryer not heating up,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Dec/Jan/May/Jun,False,
bosch clothes dryer not heating,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Dec/Jun,False,
defy tumble dryer not heating,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/Jun,False,
tumble dryer does not heat up,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Dec/Jan/May/Jun,False,
samsung dryer not drying,10,13,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Oct/Jan/Mar/May/Jun,False,
samsung dryer does not dry,10,13,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Oct/Jan/Mar/May/Jun,False,
samsung dryer will not dry,10,13,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Oct/Jan/Mar/May/Jun,False,
samsung tumble dryer not drying,10,13,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Oct/Jan/Mar/May/Jun,False,
drum not turning on washing machine,10,34,0.0,0.0,MOFU,commercial,GROWING,Sep/Oct/Nov/Dec/Jan/Mar/May/Jun,False,
samsung washing machine emergency drain,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Jul,False,urgent
samsung washing not draining,10,34,0.0,0.0,MOFU,commercial,GROWING,Jul/Oct/Nov/May/Jun,False,
daewoo washing machine not spinning,10,34,0.0,0.0,MOFU,commercial,GROWING,Sep/Nov/Mar/May/Jun,False,
samsung washing machine troubleshoot,10,20,0.0,0.0,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
lg turbo drum washing machine water not draining,10,8,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
samsung washing machine automatic drain problem,10,8,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
samsung top load washer problems,10,8,0.0,0.0,MOFU,commercial,UNKNOWN,Mar/Jun,False,
samsung washer stopped spinning,10,8,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Jun,False,
maytag electric dryer not heating,10,8,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
washing machine drain not working,10,17,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Oct/Nov/Feb/May/Jun,False,
hisense washing machine not draining,10,17,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Mar/Jun,False,
candy washing machine not spinning,10,17,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Oct/Jan/Apr/Jun,False,
twin tub washing machine spinner not working,10,17,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Apr/Jun,False,
if washing machine is not spinning,10,17,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Oct/Nov/Jan/May/Jun,False,
washer motor not working,10,17,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Oct/Nov/Dec/Mar/Apr/Jun,False,
washing machine drum not turning by hand,10,17,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/Feb/Jun,False,
washer not draining and spinning,10,23,0.0,0.0,MOFU,commercial,STABLE,Feb,False,
washer will not drain and spin,10,23,0.0,0.0,MOFU,commercial,STABLE,Feb,False,
washer won t drain and spin,10,23,0.0,0.0,MOFU,commercial,STABLE,Feb,False,
washer wont drain and spin,10,23,0.0,0.0,MOFU,commercial,STABLE,Feb,False,
washing machine will not drain and spin,10,23,0.0,0.0,MOFU,commercial,STABLE,Feb,True,voice
cause of washing machine not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
lg automatic washing machine not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr/Jun,False,
my washing machine has water in it,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov/Jun,False,
samsung washer draining problems,10,38,0.0,0.0,MOFU,commercial,GROWING,Jul/Oct/Nov/Dec/Mar/Apr/Jun,False,
samsung washing machine drain problem,10,38,0.0,0.0,MOFU,commercial,GROWING,Jul/Oct/Nov/Dec/Mar/Apr/Jun,False,
water is not going out from washing machine,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug/Jun,True,voice
washer not spinning clothes dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr/Jun,False,
lg washing machine drum not rotating,10,38,0.0,0.0,MOFU,commercial,GROWING,Jul/Oct/Nov/Jan/Feb/Mar/Apr/May/Jun,False,
causes of washing machine not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
lg top load washing machine drum not rotating,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
panasonic automatic washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec/Jun,False,
samsung ecobubble drum not turning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
samsung washing machine won t finish spin cycle,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
wash machine not spinning clothes dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr/Jun,False,
washer does not spin clothes dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr/Jun,False,
washer not drying clothes,10,78,1027.65,1890.89,MOFU,commercial,GROWING,Jul/Aug/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washer will not spin clothes dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr/Jun,False,
maytag dryer not heating,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
samsung front load dryer not heating,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
tumble dryer not heating,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec/Jun,False,
dyson not blowing hot air,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
kenmore dryer getting too hot,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
maytag clothes dryer not heating,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
maytag dryer does not heat,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
maytag dryer will not heat,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
no heat tumble dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec/Jun,False,
tumble dryer problems,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
daewoo washing machine dubai,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Nov/Dec/Jan/Apr,False,local
samsung washing machine service centre dubai,10,47,0.0,0.0,BOFU,transactional,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,local
washing machine technician dubai,10,90,1272.73,3714.19,MOFU,commercial,GROWING,Jul/Sep/Oct/Nov/Dec/Jan/Mar/Apr/May/Jun,False,local
fix a washer that won t drain,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Jan,False,
lg washing machine drain repair,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Apr,False,
washing machine drain problem fix,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Sep,False,
fix washing machine not spinning,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Nov/Feb,False,
fix a washer that won t spin,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Sep,False,
fix a washing machine that won t spin,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Sep,False,
fix washer not spinning,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Nov/Feb,False,
washing machine not spinning how to fix,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Aug/Dec,True,voice
washing machine repair not spinning,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Nov/Feb,False,
washing machine spin repair,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Mar,False,
fix a dryer heating element,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Apr,False,
dryer machine repair dubai,10,60,0.0,0.0,BOFU,transactional,GROWING,Jul/Aug/Nov/Jan/Feb/Mar/Apr/May/Jun,False,local
my washing won t drain,10,43,0.0,0.0,MOFU,commercial,GROWING,Jul/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
softener not draining from washing machine,10,17,0.0,0.0,MOFU,commercial,UNKNOWN,Nov/Jun,False,
washing machine won t spin,10,43,0.0,0.0,MOFU,commercial,GROWING,Aug/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washer won t spin,10,43,0.0,0.0,MOFU,commercial,GROWING,Aug/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washer does not spin,10,43,0.0,0.0,MOFU,commercial,GROWING,Aug/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
bosch washing machine drum not turning,10,17,0.0,0.0,MOFU,commercial,UNKNOWN,Sep/Jun,False,
my washing machine stopped working,10,43,0.0,0.0,MOFU,commercial,GROWING,Jul/Aug/Nov/Dec/Feb/Apr/May/Jun,False,
bosch washer drum not turning,10,17,0.0,0.0,MOFU,commercial,UNKNOWN,Sep/Jun,False,
clothes washer won t spin,10,43,0.0,0.0,MOFU,commercial,GROWING,Aug/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
laundry machine won t spin,10,43,0.0,0.0,MOFU,commercial,GROWING,Aug/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washer that won t spin,10,43,0.0,0.0,MOFU,commercial,GROWING,Aug/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washing machine can t spin,10,43,0.0,0.0,MOFU,commercial,GROWING,Aug/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washing machine that won t spin,10,43,0.0,0.0,MOFU,commercial,GROWING,Aug/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
siemens dryer not heating,10,17,0.0,0.0,MOFU,commercial,UNKNOWN,May/Jun,False,
draining washing machine,10,44,0.0,0.0,MOFU,commercial,GROWING,Nov/Dec/Jan/Jun,False,
draining washer,10,44,0.0,0.0,MOFU,commercial,GROWING,Nov/Dec/Jan/Jun,False,
washing machine spinner not working,10,71,619.93,1903.57,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
spin is not working on washing machine,10,71,619.93,1903.57,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,True,voice
washer spin not working,10,71,619.93,1903.57,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
automatic washing machine not draining water,10,26,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Dec/Jun,False,
samsung washing machine spin not working,10,26,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Oct/Jan/Feb/Mar/Apr/Jun,False,
samsung washer spin not working,10,26,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Oct/Jan/Feb/Mar/Apr/Jun,False,
washing machine drum hard to turn by hand,10,26,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Dec/Jan/Jun,False,
beko washing machine not draining,10,28,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Nov/Dec/Jan/Mar/Apr/Jun,False,
beko washer not draining,10,28,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Nov/Dec/Jan/Mar/Apr/Jun,False,
daewoo washing machine repair dubai,10,93,2242.84,4300.95,BOFU,transactional,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,local
washing machine maintenance dubai,10,94,2361.19,4732.12,BOFU,transactional,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,local
super general washing machine not spinning,10,74,470.2,1209.06,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
samsung washing machine water not draining,10,87,317.25,2234.39,MOFU,commercial,GROWING,Aug/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
samsung washer not draining water,10,87,317.25,2234.39,MOFU,commercial,GROWING,Aug/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washing machine sensor not working,10,47,0.0,0.0,MOFU,commercial,GROWING,Jul/Sep/Oct/Nov/Dec/Mar/Apr/May/Jun,False,
samsung front load washer not draining,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Jan,False,
water won t drain from washer,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Feb/Apr/May,False,
hoover washing machine not draining,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Dec/Jan,False,
washer won t drain water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Feb/Apr/May,False,
washing machine won t drain water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Feb/Apr/May,False,
washer wont drain water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Feb/Apr/May,False,
samsung front load washing machine not draining,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Jan,False,
ariston washing machine not draining,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Jan/Feb,False,
automatic washing machine not draining,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Dec/Jan,False,
automatic washing machine water drain problem,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Dec/May,False,
beko washing machine not draining water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Jan/Feb/May,False,
bosch serie 6 washing machine not draining,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Feb,False,
candy washing machine e03 no blockage,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Mar/Apr,False,
check drainage samsung washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Dec/Jan/Mar/Apr,False,
drain samsung washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Oct/Nov/Dec/Jan/Mar/Apr/May,False,
hisense washing machine not draining water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Dec/Jan/Mar,False,
lg washing machine drain water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Mar/Apr,False,
reason for water not draining from washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Jan/Feb/May,False,
samsung washer fabric softener not draining,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Mar,False,
samsung washer softener not draining,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Mar,False,
samsung washing machine detergent drawer not emptying,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Feb,False,
samsung washing machine drain water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Feb/May,False,
washer doesn t drain water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Nov/Dec/Jan/Apr/May,False,
washer machine water won t drain,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Feb/Apr/May,False,
washer water pump not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Jan/Apr,False,
washing machine drain water not coming out,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/May,False,
washing machine won t empty water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Feb/Apr/May,False,
water doesn t drain from washer,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Nov/Dec/Jan/Apr/May,False,
water doesn t drain from washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Nov/Dec/Jan/Apr/May,False,
water won t drain from washer machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Feb/Apr/May,False,
water wont drain from washer,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Feb/Apr/May,False,
zanussi washing machine not draining water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Jan/May,False,
washing machine not spinning properly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Mar/May,False,
hotpoint washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Nov/Dec,False,
hotpoint washer not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Nov/Dec,False,
indesit washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Dec/Jan/Mar/May,False,
